rosbagTimestamp,Fx,Fy,Fz,Mx,My,Mz
1584462963669201163,0.0500030517578,-0.139999389648,0.0299987792969,0.0199999809265,0.0139999389648,0.0160000324249
1584462963780088027,0.0100021362305,-0.180000305176,0.0900001525879,0.0199999809265,0.0130000114441,0.0149999856949
1584462963891537873,0.120002746582,-0.130001068115,0.0400009155273,0.0220003128052,0.0120000839233,0.0130000114441
1584462964006734416,0.0699996948242,-0.130001068115,0.0799980163574,0.0230002403259,0.0130000114441,0.0139999985695
1584462964117452414,0.0800018310547,-0.150001525879,0.0699996948242,0.0220003128052,0.0120000839233,0.0160000324249
1584462964228511760,0.280006408691,-0.340000152588,0.310001373291,0.0190000534058,0.00999999046326,0.0239999890327
1584462964339410606,0.0200042724609,-0.0699996948242,0.0999984741211,0.0240001678467,0.0130000114441,0.0149999856949
1584462964454280149,-0.0299987792969,-0.130001068115,0.150001525879,0.0220003128052,0.0149998664856,0.0149999856949
1584462964565170930,-0.0599975585938,0.0099983215332,0.130001068115,0.0250000953674,0.0169999599457,0.0130000114441
1584462964676103650,-0.0299987792969,-0.200000762939,0.119998931885,0.0230002403259,0.0160000324249,0.0130000114441
1584462964790764342,0.0699996948242,-0.130001068115,0.169998168945,0.0230002403259,0.0139999389648,0.0160000324249
1584462964901316060,-0.0299987792969,-0.0999984741211,0.169998168945,0.0210003852844,0.0130000114441,0.0160000324249
1584462965012165504,-0.00999450683594,-0.0699996948242,0.169998168945,0.0230002403259,0.0139999389648,0.0149999856949
1584462965127209132,0.0100021362305,-0.200000762939,0.159999847412,0.0199999809265,0.0139999389648,0.0160000324249
1584462965237820641,0.0500030517578,0.0200004577637,0.110000610352,0.0269999504089,0.0149998664856,0.0149999856949
1584462965348829513,0.0600051879883,-0.130001068115,0.139999389648,0.0220003128052,0.0130000114441,0.0160000324249
1584462965459552290,0.160003662109,-0.209999084473,0.270000457764,0.018000125885,0.0090000629425,0.0160000324249
1584462965574088460,-0.00999450683594,-0.0900001525879,0.0799980163574,0.0240001678467,0.0149998664856,0.0139999985695
1584462965684861902,0.0600051879883,-0.119998931885,0.110000610352,0.0230002403259,0.0139999389648,0.0160000324249
1584462965795061232,-0.00999450683594,-0.189998626709,0.150001525879,0.0210003852844,0.0149998664856,0.0120000243187
1584462965910140415,0.0200042724609,-0.150001525879,0.119998931885,0.0220003128052,0.0160000324249,0.0160000324249
1584462966020239198,0.0699996948242,-0.119998931885,0.159999847412,0.0220003128052,0.0120000839233,0.0170000195503
1584462966131488949,0.0200042724609,-0.0799980163574,0.189998626709,0.0230002403259,0.0139999389648,0.0160000324249
1584462966246718043,-1.0,-0.0799980163574,0.0499992370605,0.039999961853,-0.0440001487732,0.0170000195503
1584462966357293836,-0.669998168945,0.880001068115,0.560001373291,-0.0229997634888,-0.0150001049042,0.00200003385544
1584462966468000764,-0.0199966430664,0.799999237061,0.450000762939,-0.0539999008179,0.0460000038147,0.0120000243187
1584462966579499671,-0.0499954223633,0.549999237061,0.579998016357,-0.0549998283386,0.0209999084473,0.0239999890327
1584462966694451708,-0.199996948242,0.439998626709,0.709999084473,-0.066999912262,0.0309998989105,0.0210000276566
1584462966804930519,0.0800018310547,0.180000305176,0.25,-0.0390000343323,0.0299999713898,0.0109999775887
1584462966916435337,0.370002746582,0.420001983643,0.23999786377,-0.0460000038147,0.0369999408722,0.0210000276566
1584462967027447765,0.0500030517578,0.119998931885,0.0999984741211,-0.0199999809265,0.0469999313354,0.0199999809265
1584462967142144495,0.240005493164,0.220001220703,0.48999786377,-0.0559997558594,0.0339999198914,0.00999999046326
1584462967253173815,0.0300064086914,0.459999084473,0.720001220703,-0.0419998168945,0.00699996948242,0.00900000333786
1584462967364165975,-0.129997253418,0.240001678467,0.520000457764,-0.0409998893738,0.0249998569489,0.0180000066757
1584462967478939438,0.0400009155273,-0.0400009155273,0.0999984741211,0.018000125885,0.0279998779297,0.0170000195503
1584462967589824639,0.0200042724609,-0.860000610352,0.0499992370605,0.0950002670288,0.0260000228882,0.0170000195503
1584462967700839953,-0.269996643066,-1.18999862671,-0.360000610352,0.261000156403,-0.0440001487732,0.000999987125397
1584462967811192599,-0.149993896484,-1.63000106812,-0.51000213623,0.307000160217,-0.0569999217987,-0.00999999046326
1584462967926012809,-0.75,-1.50999832153,-0.700000762939,0.247000217438,-0.0599999427795,-0.00499999523163
1584462968036236624,-0.229995727539,-1.04999923706,-0.76000213623,0.28600025177,-0.055999994278,-0.00499999523163
1584462968147111827,-0.439994812012,-2.0299987793,-0.659999847412,0.342000007629,-0.0469999313354,-0.00199997425079
1584462968261993432,-0.369995117188,-1.15000152588,-0.840000152588,0.301000118256,-0.0410001277924,0.00200003385544
1584462968372747568,-0.75,-1.63000106812,-0.909999847412,0.334000110626,-0.058000087738,0.0
1584462968483615015,-0.75,-2.0,-1.13999938965,0.368999958038,-0.0880000591278,-0.0180000066757
1584462968598699329,-1.30999755859,-2.06000137329,-1.27000045776,0.337000370026,-0.140999794006,-0.0230000019073
1584462968709137875,-1.25999450684,-2.38999938965,-1.15000152588,0.34600019455,-0.15399980545,-0.0400000214577
1584462968820640289,-1.54999542236,-1.79000091553,-1.20000076294,0.321000099182,-0.171999931335,-0.0460000038147
1584462968931708090,-1.50999450684,-1.97999954224,-1.13999938965,0.340000152588,-0.183000087738,-0.055999994278
1584462969046505028,-1.68999481201,-2.57999801636,-1.2200012207,0.404000282288,-0.208000183105,-0.0680000185966
1584462969157648390,-1.75999450684,-1.97999954224,-1.29999923706,0.371000289917,-0.255000114441,-0.0730000138283
1584462969268545413,-1.86999511719,-2.61999893188,-1.29999923706,0.416000366211,-0.264999866486,-0.0920000076294
1584462969379155330,-1.89999389648,-2.29000091553,-1.43999862671,0.414999961853,-0.316999912262,-0.115000009537
1584462969494147331,-2.32999420166,-2.38000106812,-1.20999908447,0.403000354767,-0.365000247955,-0.134999990463
1584462969605047960,-2.29999542236,-2.82999801636,-1.79999923706,0.496000289917,-0.432000160217,-0.152999997139
1584462969715500603,-2.64999389648,-2.7799987793,-1.58000183105,0.469000339508,-0.429999828339,-0.152000010014
1584462969830640681,-2.69999694824,-2.91999816895,-1.47999954224,0.470000267029,-0.4359998703,-0.15499997139
1584462969941257360,-2.75,-3.13000106812,-1.75,0.519000053406,-0.458000183105,-0.162999987602
1584462970051997800,-2.75,-3.34999847412,-1.81000137329,0.559000015259,-0.461999893188,-0.165000021458
1584462970166963563,-2.72999572754,-3.09000015259,-1.63000106812,0.493000030518,-0.447000026703,-0.15499997139
1584462970277541439,-2.01999664307,-1.07999801636,-0.810001373291,0.280000209808,-0.436999797821,-0.148000001907
1584462970388779259,-2.18999481201,-1.31999969482,-0.689998626709,0.25,-0.395999908447,-0.143999993801
1584462970499114853,-2.09999847412,-1.43999862671,-0.819999694824,0.298000335693,-0.405000209808,-0.143999993801
1584462970614419348,-2.36999511719,-1.57999801636,-0.790000915527,0.306000232697,-0.387000083923,-0.14099997282
1584462970725184164,-2.31999969482,-1.59000015259,-0.840000152588,0.320000171661,-0.390999794006,-0.138999998569
1584462970835817204,-2.33999633789,-1.81999969482,-0.860000610352,0.328999996185,-0.381999969482,-0.138000011444
1584462970947155911,-2.13999938965,-3.34000015259,-1.5,0.47200012207,-0.413000106812,-0.135999977589
1584462971062729689,-2.16999816895,-2.04999923706,-1.31999969482,0.433000087738,-0.389999866486,-0.134999990463
1584462971174004077,-2.33999633789,-2.31999969482,-1.20000076294,0.414999961853,-0.37900018692,-0.133000016212
1584462971285825556,-2.26999664307,-2.11999893188,-1.09000015259,0.414000034332,-0.380000114441,-0.130999982357
1584462971397169574,-1.71999359131,-1.79000091553,-1.13999938965,0.380000114441,-0.333000183105,-0.106000006199
1584462971509016311,-1.25,-1.36000061035,-1.01000213623,0.299000263214,-0.257999897003,-0.0749999880791
1584462971620729187,-0.799995422363,-0.990001678467,-0.860000610352,0.260000228882,-0.197999954224,-0.0410000085831
1584462971731808380,-0.469993591309,-0.680000305176,-0.5,0.246000289917,-0.150000095367,-0.0149999856949
1584462971843614250,-0.0699996948242,-0.540000915527,-0.479999542236,0.22100019455,-0.101000070572,0.0109999775887
1584462971955054979,-0.0299987792969,-0.840000152588,-0.240001678467,0.209000110626,-0.0590000152588,0.0289999842644
1584462972070550320,0.480003356934,-0.349998474121,-0.0999984741211,0.200000286102,-0.0230000019073,0.0469999909401
1584462972182275169,0.880004882812,-0.180000305176,-0.119998931885,0.210000038147,0.0139999389648,0.0670000314713
1584462972293888219,1.0,-0.439998626709,-0.139999389648,0.227000236511,0.0550000667572,0.0860000252724
1584462972405239941,1.19000244141,-0.409999847412,-0.200000762939,0.245000362396,0.0910000801086,0.104000031948
1584462972517425551,1.45000457764,-0.409999847412,-0.119998931885,0.248000144958,0.121999979019,0.120000004768
1584462972628699557,1.58000183105,-0.439998626709,-0.0400009155273,0.230999946594,0.154000043869,0.138999998569
1584462972740294234,1.73000335693,-0.329998016357,-0.0200004577637,0.21799993515,0.18799996376,0.153999984264
1584462972852097228,1.95000457764,-0.0900001525879,0.0699996948242,0.207000255585,0.213000059128,0.17199999094
1584462972963352961,2.09000396729,0.150001525879,0.0400009155273,0.194000244141,0.234999895096,0.186999976635
1584462973075198425,2.19000244141,0.0900001525879,0.0799980163574,0.18499994278,0.260999917984,0.199000000954
1584462973190716028,2.33000183105,0.060001373291,0.0999984741211,0.171000003815,0.286000013351,0.214000016451
1584462973302270449,2.62000274658,0.340000152588,0.25,0.164000034332,0.308000087738,0.230000019073
1584462973413656996,2.73000335693,0.319999694824,0.270000457764,0.154000282288,0.332000017166,0.245999991894
1584462973525310642,2.76000213623,0.290000915527,0.23999786377,0.146000385284,0.355999946594,0.256999999285
1584462973637100793,2.95999908447,0.439998626709,0.319999694824,0.137000083923,0.375999927521,0.268000006676
1584462973747896346,2.87000274658,0.470001220703,0.380001068115,0.131000041962,0.381000041962,0.268999993801
